Date,Parameter1,Parameter2,Parameter3,Parameter4
2017-09-21,541761,282836,51123,547961
2017-09-22,653294,523370,172463,526106
2017-09-23,996625,209161,864254,290343
2017-09-24,59583,840962,917316,269154
2017-09-25,377486,287345,93776,682179
2017-09-26,248870,95876,495936,346610
2017-09-27,247158,329484,945323,987289
2017-09-28,840345,427219,198727,872792
2017-09-29,100732,865273,115800,177909
2017-09-30,690213,746579,520162,168052
2017-10-01,664291,171091,28729,748503
2017-10-02,950102,606970,526503,462750
2017-10-03,101304,827741,70263,619438
2017-10-04,816380,620839,475933,408617
2017-10-05,683887,524013,68844,630888
2017-10-06,420999,351650,658330,215288
2017-10-07,192523,23355,9614,140251
2017-10-08,359626,951168,809280,775090
2017-10-09,545102,245320,5935,704876
2017-10-10,231843,829344,135700,322220
2017-10-11,96494,400668,937991,245002
2017-10-12,279409,328011,222930,517961
2017-10-13,488868,290268,258027,345474
2017-10-14,884166,200160,502218,615573
2017-10-15,928052,79913,89950,984267
2017-10-16,913989,617544,572288,167286
2017-10-17,258218,570968,5234,868298
2017-10-18,325191,621300,12780,535577
2017-10-19,679695,148379,326965,399336
2017-10-20,224405,345583,369089,492485
2017-10-21,833013,480565,216222,296726
2017-10-22,55890,806267,566253,77253
2017-10-23,910849,857082,728898,588233
2017-10-24,520075,167179,841103,993291
2017-10-25,94730,813295,541311,159660
2017-10-26,168877,768599,895179,121350
2017-10-27,172472,604822,794336,977121
2017-10-28,870399,385029,117318,185616
2017-10-29,713590,801904,572870,428792
2017-10-30,942378,827298,142172,964654
2017-10-31,212574,203070,815224,188824
2017-11-01,137586,127647,712633,679950
2017-11-02,27433,434223,201369,66072
2017-11-03,623486,734501,984599,782701
2017-11-04,990441,650607,163468,671998
2017-11-05,950396,648218,144304,346956
2017-11-06,781723,742615,535152,128407
2017-11-07,966904,975147,548490,449447
2017-11-08,550350,811069,330641,825079
2017-11-09,820606,814502,100532,528873
2017-11-10,916578,433126,488055,880405
2017-11-11,760768,567680,45698,412784
2017-11-12,214122,282016,850620,258249
2017-11-13,830322,948037,639929,187694
2017-11-14,479910,208830,665088,589929
2017-11-15,615874,294782,557549,49380
2017-11-16,425073,251519,378449,368041
2017-11-17,318010,472985,171721,809448
2017-11-18,35296,967412,543663,575470
2017-11-19,737234,877120,625991,358075
2017-11-20,121714,973767,10637,868805
2017-11-21,770517,572816,441930,666480
2017-11-22,170350,198833,675328,124586
2017-11-23,174859,536669,123670,589791
2017-11-24,594846,849404,13980,967867
2017-11-25,260032,228987,726962,821155
2017-11-26,214911,26127,877674,750121
2017-11-27,172371,989460,487292,204099
2017-11-28,294064,197142,409074,855379
2017-11-29,417064,521994,723278,106579
2017-11-30,986738,51144,848531,82753
2017-12-01,243806,211127,288118,10582
2017-12-02,429818,394080,421339,327827
2017-12-03,266595,250268,2500,287706
2017-12-04,873540,112265,397496,706895
2017-12-05,907413,812063,388184,224915
2017-12-06,501765,194775,32654,154393
2017-12-07,540918,199635,629440,477863
2017-12-08,317092,551264,785893,472832
2017-12-09,867066,415562,228951,18655
2017-12-10,844763,339156,258629,594526
2017-12-11,615047,292579,907604,814456
2017-12-12,990077,214201,29590,470689
2017-12-13,500156,111519,258670,979192
2017-12-14,709816,706123,735104,438736
2017-12-15,401695,666795,503980,735656
2017-12-16,684244,512232,174458,226572
2017-12-17,273945,83018,846001,709468
2017-12-18,769894,114941,299619,867998
2017-12-19,717820,240521,403492,946168
2017-12-20,268984,847146,902597,173638
2017-12-21,522457,257098,819425,107178
2017-12-22,172881,131506,10233,311694
2017-12-23,849902,477093,138072,289029
2017-12-24,746981,740069,781218,734628
2017-12-25,917839,9415,574757,935355
2017-12-26,476023,60116,3545,524729
2017-12-27,28618,917588,670973,483031
2017-12-28,423586,877256,930867,927548
2017-12-29,774316,71313,781605,978400
2017-12-30,672619,855014,342169,21471
2017-12-31,428551,171469,612182,365134
2018-01-01,11879,414957,35565,328672
2018-01-02,623923,298928,695557,990655
2018-01-03,501913,920063,231048,469937
2018-01-04,848359,698626,51966,616411
2018-01-05,67310,493797,367413,108225
2018-01-06,124908,37162,63593,72561
2018-01-07,221084,281194,4463,647476
2018-01-08,265898,115193,851261,117385
2018-01-09,954779,650943,918337,934032
2018-01-10,525733,773884,29780,831011
2018-01-11,932151,583380,480967,205130
2018-01-12,6631,63103,762880,583537
2018-01-13,57126,763641,291885,525072
2018-01-14,381428,170424,755075,58334
2018-01-15,983608,157869,317930,363681
2018-01-16,850012,639917,77816,940339
2018-01-17,37533,4258,940082,867645
2018-01-18,842221,940026,570160,14927
2018-01-19,497328,589253,723145,609083
2018-01-20,93256,430687,860335,60543
2018-01-21,353357,103258,616590,948071
2018-01-22,426030,264057,724243,506312
2018-01-23,699173,933861,901083,641028
2018-01-24,936695,894700,395454,134636
2018-01-25,599555,12308,711814,992642
2018-01-26,718158,23110,149093,257863
2018-01-27,19168,950674,992090,463353
2018-01-28,809943,979656,43789,753850
2018-01-29,836345,603580,867173,357438
2018-01-30,373975,183669,204590,978201
2018-01-31,628813,95927,755233,208711
2018-02-01,497649,289076,853620,435481
2018-02-02,771561,894489,126049,271995
2018-02-03,365799,884290,881705,177986
2018-02-04,636978,113948,379209,364314
2018-02-05,852629,501226,454351,936676
2018-02-06,858219,423257,142277,84976
2018-02-07,884144,920852,171509,665962
2018-02-08,967354,83270,319005,764087
2018-02-09,204575,801317,623989,25582
2018-02-10,14834,347152,396799,616579
2018-02-11,205831,645027,625415,865949
2018-02-12,279353,362679,125023,481466
2018-02-13,649508,578404,932534,576907
2018-02-14,984019,427776,428514,196331
2018-02-15,234838,646337,157707,486443
2018-02-16,451864,192334,402986,445444
2018-02-17,387608,482318,529875,347461
2018-02-18,897336,266264,15109,369430
2018-02-19,667349,114259,719319,297838
2018-02-20,722621,633068,459183,953703
2018-02-21,190955,944978,871938,465926
2018-02-22,596045,75529,504875,870350
2018-02-23,907388,48884,545105,546454
2018-02-24,78790,748023,766327,285456
2018-02-25,67868,545023,156767,509920
2018-02-26,671392,176505,630207,972964
2018-02-27,809805,364493,327227,953010
2018-02-28,801250,847163,36894,417338
2018-03-01,128224,662835,418690,492231
2018-03-02,364278,877677,670808,692823
2018-03-03,914510,292659,648010,945531
2018-03-04,236128,322835,682204,230579
2018-03-05,221741,329022,88192,310862
2018-03-06,620613,838399,945323,371759
2018-03-07,877667,142581,188641,343477
2018-03-08,941944,253706,232722,718470
2018-03-09,362564,909734,967064,379882
2018-03-10,755790,106627,219813,45721
2018-03-11,789650,655354,542878,564611
2018-03-12,41035,38313,62149,667405
2018-03-13,481107,810129,294715,208499
2018-03-14,914402,823515,760215,729141
2018-03-15,120707,304713,208926,878322
2018-03-16,630429,499909,325828,834371
2018-03-17,898135,973395,574633,1311
2018-03-18,218874,628573,961331,705919
2018-03-19,941104,383759,313688,708598
2018-03-20,815870,332394,129603,397891
2018-03-21,538177,738916,263567,415057
2018-03-22,668714,600760,340152,758967
2018-03-23,69766,340812,442094,616679
2018-03-24,285499,996430,252416,216514
2018-03-25,768593,374415,736193,682373
2018-03-26,314387,132467,937162,440713
2018-03-27,669548,418911,717421,279837
2018-03-28,142141,641413,325850,906403
2018-03-29,182256,338435,260023,423016
2018-03-30,699512,270383,31820,612324
2018-03-31,802690,513182,831809,441507
2018-04-01,986447,684783,354306,428338
2018-04-02,970647,40716,477179,470814
2018-04-03,582163,547238,114187,550159
2018-04-04,679777,50204,364108,886301
2018-04-05,176198,637015,355420,278937
2018-04-06,270770,41647,906849,230475
2018-04-07,572819,383695,353450,746981
2018-04-08,427614,9803,871171,382265
2018-04-09,601750,953182,161577,508016
2018-04-10,867715,417036,566577,967928
2018-04-11,626300,892982,780883,841523
2018-04-12,678021,829523,397394,133956
2018-04-13,584926,899616,689445,727932
2018-04-14,860227,891265,408924,924406
2018-04-15,489404,731024,471263,946667
2018-04-16,878823,236043,236295,489018
2018-04-17,598684,661727,508783,231052
2018-04-18,864129,206689,74790,924128
2018-04-19,147606,806455,511109,409925
2018-04-20,509037,335780,981565,453994
2018-04-21,439725,313630,49747,659434
2018-04-22,777711,223206,408781,626419
2018-04-23,422707,542276,881575,88549
2018-04-24,37479,301880,419868,539045
2018-04-25,545873,483772,151737,771481
2018-04-26,931434,915545,963714,38724
2018-04-27,800563,405090,178246,677272
2018-04-28,492060,452113,228047,520996
2018-04-29,816890,490657,344732,879354
2018-04-30,620530,793343,315941,800898
2018-05-01,395038,4365,671961,403235
2018-05-02,835048,17292,6008,304253
2018-05-03,375816,986492,103008,814948
2018-05-04,41435,468000,124153,794376
2018-05-05,421417,587863,963255,970441
2018-05-06,444909,165981,55909,708892
2018-05-07,404121,343550,371428,735420
2018-05-08,166459,469794,942046,874934
2018-05-09,105677,639571,604141,792446
2018-05-10,936738,237324,340440,918376
2018-05-11,994471,902660,435538,319532
2018-05-12,212295,818265,364929,503306
2018-05-13,15220,991386,471043,832517
2018-05-14,532182,386642,866887,350584
2018-05-15,742625,40640,856161,665775
2018-05-16,711086,514944,57941,128159
2018-05-17,998182,818334,315278,113908
2018-05-18,660959,187258,37552,423965
2018-05-19,157805,721314,786213,567683
2018-05-20,740769,463101,479875,646298
2018-05-21,316789,867617,429563,660063
2018-05-22,895732,203520,905905,802818
2018-05-23,12566,764063,160357,731597
2018-05-24,249243,708920,38328,900700
2018-05-25,439487,194110,837337,636984
2018-05-26,43675,416543,852668,760556
2018-05-27,144405,229325,871670,283022
2018-05-28,31669,429848,164193,945484
2018-05-29,317091,193093,908286,95759
2018-05-30,57594,790963,310541,246357
2018-05-31,868911,544705,974719,711030
2018-06-01,484914,396642,833717,657150
2018-06-02,421239,230382,75570,511709
2018-06-03,530058,86281,63457,829177
2018-06-04,61039,697352,401885,895998
2018-06-05,428316,746490,370067,777261
2018-06-06,602856,497771,20475,495587
2018-06-07,753445,330660,514714,300564
2018-06-08,334505,667229,933045,657532
2018-06-09,873441,439011,612343,275090
2018-06-10,181949,717893,99374,782566
2018-06-11,575027,360888,66398,111951
2018-06-12,915976,968494,655446,905789
2018-06-13,922341,920714,957163,192512
2018-06-14,239474,802150,552324,538745
2018-06-15,671162,799562,868295,595660
2018-06-16,35561,574335,736125,423394
2018-06-17,350653,803467,821842,991749
2018-06-18,229793,482932,61618,803130
2018-06-19,92691,682504,304966,542033
2018-06-20,154062,894020,896093,804941
2018-06-21,13454,747509,71557,295740
2018-06-22,934692,667794,683718,837261
2018-06-23,19335,294138,801954,927844
2018-06-24,340084,373120,451810,278224
2018-06-25,928875,731604,14529,610600
2018-06-26,656930,703999,267410,560835
2018-06-27,470194,719610,466174,421556
2018-06-28,292896,843246,736027,716034
2018-06-29,172330,136058,712202,932825
2018-06-30,68769,592387,899559,820661
2018-07-01,227191,720236,842370,625347
2018-07-02,959246,484751,12755,890507
2018-07-03,101337,219068,382939,190987
2018-07-04,561564,849536,301501,336650
2018-07-05,507882,905336,238454,722460
2018-07-06,512626,691912,611734,319883
2018-07-07,696743,633582,593802,452081
2018-07-08,926814,737335,511291,836857
2018-07-09,922143,894022,422777,414727
2018-07-10,63640,534393,813147,693661
2018-07-11,258803,247278,322956,152513
2018-07-12,577412,156004,827455,900532
2018-07-13,925134,513492,536591,156303
2018-07-14,294665,210208,558834,290311
2018-07-15,187748,660230,987071,886212
2018-07-16,568134,889744,44023,502327
2018-07-17,451096,144369,786113,55171
2018-07-18,657626,666562,288617,760852
2018-07-19,222562,349906,668888,329596
2018-07-20,298561,582893,636678,204803
2018-07-21,777943,231642,617181,803229
2018-07-22,949649,74452,555302,315412
2018-07-23,713828,196112,901936,167932
2018-07-24,623013,966357,108047,651018
2018-07-25,630066,907245,458056,135613
2018-07-26,376058,25870,716317,407779
2018-07-27,530861,183614,801026,705882
2018-07-28,65851,931474,456523,847710
2018-07-29,301146,61061,826057,583386
2018-07-30,882059,635224,219024,72357
2018-07-31,543159,28457,142778,986452
2018-08-01,769876,687983,542882,676915
2018-08-02,546043,402909,723966,469365
2018-08-03,247361,179003,401835,551594
2018-08-04,808172,979465,483352,422857
2018-08-05,257101,688116,570609,90465
2018-08-06,330298,648234,234470,113694
2018-08-07,180324,400402,267366,565726
2018-08-08,320379,935726,296217,2292
2018-08-09,238380,833403,208297,972333
2018-08-10,291814,867538,535157,414423
2018-08-11,536013,532912,408097,44900
2018-08-12,42382,542492,495468,668056
2018-08-13,692172,212773,483070,204191
2018-08-14,24821,837962,282923,891927
2018-08-15,478589,626964,701457,608309
2018-08-16,940194,673190,461831,300074
2018-08-17,273599,531369,465851,487076
2018-08-18,845946,414423,499227,601704
2018-08-19,355739,313200,483876,617329
2018-08-20,394230,411516,382953,572578
2018-08-21,390924,49086,808339,103253
2018-08-22,266534,441067,633103,224410
2018-08-23,246,616343,141382,1351
2018-08-24,45028,773170,941241,899481
2018-08-25,58552,223365,313572,246133
2018-08-26,593345,946876,285765,367147
2018-08-27,158042,652251,523829,345554
2018-08-28,494760,320073,899309,568886
2018-08-29,75368,142123,934085,953140
2018-08-30,478613,69502,828930,970222
2018-08-31,843168,51305,468075,965133
2018-09-01,338521,540964,760978,189890
2018-09-02,822796,121064,871584,26224
2018-09-03,997977,939109,619759,705535
2018-09-04,958106,55555,475505,965688
2018-09-05,763940,621501,867454,545896
2018-09-06,476176,851894,412829,927919
2018-09-07,563406,451876,926513,458701
2018-09-08,341486,61437,67028,259009
2018-09-09,797346,782448,634323,569666
2018-09-10,162673,533549,482164,992324
2018-09-11,155544,792035,428747,841229
2018-09-12,322248,384612,44348,502558
2018-09-13,795611,674973,447103,387564
2018-09-14,764327,997601,41756,805196
2018-09-15,410560,309146,715094,571041
2018-09-16,919757,765001,313499,931494
2018-09-17,692381,271254,621521,597291
2018-09-18,21919,649797,625800,777072
2018-09-19,545599,928940,133576,15202
2018-09-20,852267,741289,824983,127747
2018-09-21,213011,499108,251936,994347
2018-09-22,763379,568032,996332,686921
2018-09-23,911498,217649,349199,981191
2018-09-24,720440,998636,870235,743044
2018-09-25,352956,145005,75131,906332
2018-09-26,323627,967659,231364,950762
2018-09-27,817456,488311,440744,281120
2018-09-28,350504,48913,680032,61185
2018-09-29,867618,226974,884025,102285
2018-09-30,556398,95471,181039,999460
2018-10-01,967281,502140,936549,312602
2018-10-02,117105,905673,681078,236749
2018-10-03,913387,34308,641546,564886
2018-10-04,410753,62668,145336,260952
2018-10-05,66835,458147,552053,821899
2018-10-06,163073,499796,650588,150297
2018-10-07,475512,542609,335028,334671
2018-10-08,840792,707798,798944,57517
2018-10-09,249753,216455,775392,9892
2018-10-10,512964,936295,731384,326246
2018-10-11,612568,693621,7422,422178
2018-10-12,984423,755262,15679,888226
2018-10-13,770900,41018,69555,416032
2018-10-14,333281,957100,934863,52326
2018-10-15,730396,530234,100166,639641
2018-10-16,633963,192949,852617,149955
2018-10-17,440109,701430,910054,42996
2018-10-18,696803,248682,703326,77755
2018-10-19,615448,43772,902697,16505
2018-10-20,81128,400200,297512,672825
2018-10-21,857132,551561,627472,94315
2018-10-22,992151,616174,280316,296349
2018-10-23,248289,997894,994329,892949
2018-10-24,972878,944915,622730,63049
2018-10-25,837950,235606,899998,435029
2018-10-26,10383,514927,624649,888341
2018-10-27,171936,601236,460584,273327
2018-10-28,376535,206400,254521,261536
2018-10-29,446980,717780,227630,96150
2018-10-30,636116,44507,86647,220458
2018-10-31,452608,924315,136967,972811
2018-11-01,579454,371847,467828,928759
2018-11-02,136991,457846,152064,593466
2018-11-03,833339,652824,143280,809314
2018-11-04,591559,515451,964977,698318
2018-11-05,853505,569608,7679,921328
2018-11-06,846149,88387,774519,243497
2018-11-07,992782,282635,575336,424022
2018-11-08,66782,593764,286924,591769
2018-11-09,297446,826946,938041,130273
2018-11-10,575255,845697,148113,509122
2018-11-11,167367,598279,441967,818279
2018-11-12,730220,252952,806279,99314
2018-11-13,907751,807820,412727,63302
2018-11-14,471410,288575,96403,518818
2018-11-15,604790,731976,396241,71982
2018-11-16,945040,532934,831008,291888
2018-11-17,184713,763111,539735,326378
2018-11-18,589799,527960,916461,750885
2018-11-19,53367,142452,233120,300054
2018-11-20,802301,569894,781210,335696
2018-11-21,411374,483308,16456,903815
2018-11-22,831842,923402,71190,473263
2018-11-23,120735,15006,443118,638285
2018-11-24,699325,495335,99257,522097
2018-11-25,738861,350040,727176,38898
2018-11-26,108158,433435,963630,798450
2018-11-27,665223,737566,692741,24593
